name,iso_country,municipality,iata_code,,,,
Alexander the Great International Airport,GR,Kavala,KVA,,,,
Kalymnos Airport,GR,Kalymnos Island,JKL,,,,
Filippos Airport,GR,Kozani,KZI,,,,
Leros Airport,GR,Leros Island,LRS,,,,
Limnos Airport,GR,Limnos Island,LXS,,,,
Larisa Air Base,GR,Larisa,LRA,,,,
Laiagam Airport,PG,Laiagam,LGM,,,,
Mikonos Airport,GR,Mykonos Island,JMK,,,,
Milos Airport,GR,Milos Island,MLO,,,,
Mytilene International Airport,GR,Mytilene,MJT,,,,
Linga Linga Airport,PG,Linga Linga,LGN,,,,
Naxos Airport,GR,Naxos Island,JNX,,,,
Theodore Francis Green State Airport,US,Providence,PVD,,,,
Astypalaia Airport,GR,Astypalaia Island,JTY,,,,
Provincetown Municipal Airport,US,Provincetown,PVC,,,,
El Embrujo Airport,CO,Providencia,PVA,,,,
Araxos Airport,GR,Patras,GPA,,,,
Puerto Cabezas Airport,NI,Puerto Cabezas,PUZ,,,,
Skiathos Island National Airport,GR,Skiathos,JSI,,,,
Pula Airport,HR,Pula,PUY,,,,
Syros Airport,GR,Syros Island,JSY,,,,
El Mirador Airport,CL,Puerto Varas,PUX,,,,
Santorini Airport,GR,Santorini Island,JTR,,,,
Sitia Airport,GR,Crete Island,JSH,,,,
Pullman Moscow Regional Airport,US,Pullman/Moscow,PUW,,,,
Poum Airport,NC,Poum,PUV,,,,
Tres De Mayo Airport,CO,Puerto AsÃ,PUU,,,,
Sri Sathya Sai Airport,IN,Puttaparthi,PUT,,,,
Gimhae International Airport,KR,Busan,PUS,,,,
Miskolc Airport,HU,Miskolc,MCQ,,,,
Lehu Airport,PG,Lehu,LHP,,,,
Puerto Rico Airport,BO,Puerto Rico/Manuripi,PUR,,,,
Pdte. Carlos IbaÃ±ez del Campo Airport,CL,Punta Arenas,PUQ,,,,
Po Airport,BF,Po,PUP,,,,
Punia Airport,CD,Punia,PUN,,,,
Pomala Airport,ID,Kolaka,PUM,,,,
Port of Poulsbo Marina Moorage Seaplane Base,US,Poulsbo,PUL,,,,
Foggia Gino Lisa Airport,IT,Foggia,FOG,,,,
Pukarua Airport,PF,Pukarua,PUK,,,,
Lecce Galatina Air Base,IT,,LCC,,,,
Punta Cana International Airport,DO,Punta Cana,PUJ,,,,
Pureni Airport,PG,Pureni,PUI,,,,
Port Augusta Airport,AU,,PUG,,,,
Pau PyrÃ©nÃ©es Airport,FR,Pau/PyrÃ©nÃ©es (Uzein),PUF,,,,
Puerto Obaldia Airport,PA,Puerto Obaldia,PUE,,,,
Lampedusa Airport,IT,Lampedusa,LMP,,,,
Puerto Deseado Airport,AR,Puerto Deseado,PUD,,,,
Carbon County Regional/Buck Davis Field,US,Price,PUC,,,,
Pueblo Memorial Airport,US,Pueblo,PUB,,,,
Puas Airport,PG,Puas Mission,PUA,,,,
Rio Amazonas Airport,EC,Shell Mera,PTZ,,,,
Tocumen International Airport,PA,Tocumen,PTY,,,,
Pitalito Airport,CO,Pitalito,PTX,,,,
Heritage Field,US,Pottstown,PTW,,,,
Porterville Municipal Airport,US,Porterville,PTV,,,,
Platinum Airport,US,Platinum,PTU,,,,
Pratt Regional Airport,US,Pratt,PTT,,,,
Porto de Moz Airport,BR,Porto De Moz,PTQ,,,,
Oristano-Fenosu Airport,IT,Oristano,FNU,,,,
Pointe-Ã -Pitre Le Raizet,GP,Pointe-Ã -Pitre,PTP,,,,
Malpensa International Airport,IT,Milan,MXP,,,,
Juvenal Loureiro Cardoso Airport,BR,Pato Branco,PTO,,,,
Harry P Williams Memorial Airport,US,Patterson,PTN,,,,
Palmarito Airport,VE,Palmarito,PTM,,,,
Genoa Cristoforo Colombo Airport,IT,Genova,GOA,,,,
Milano Linate Airport,IT,Milan,LIN,,,,
Oakland County International Airport,US,Pontiac,PTK,,,,
Portland Airport,AU,,PTJ,,,,
Port Heiden Airport,US,Port Heiden,PTH,,,,
Polokwane International Airport,ZA,Polokwane,PTG,,,,
Malolo Lailai Island Airport,FJ,Malolo Lailai Island,PTF,,,,
Port Alexander Seaplane Base,US,Port Alexander,PTD,,,,
Port Alice Seaplane Base,US,Port Alice,PTC,,,,
Dinwiddie County Airport,US,Petersburg,PTB,,,,
ForlÃ¬ Airport,IT,ForlÃ¬ (FC),FRL,,,,
Port Alsworth Airport,US,Port Alsworth,PTA,,,,
CapitÃ¡n Av. Salvador Ogaya G. airport,BO,Puerto SuÃ¡rez,PSZ,,,,
Port Stanley Airport,FK,Stanley,PSY,,,,
Palacios Municipal Airport,US,Palacios,PSX,,,,
Municipal JosÃ© Figueiredo Airport,BR,Passos,PSW,,,,
Papa Stour Airport,GB,Papa Stour Island,PSV,,,,
Pangsuma Airport,ID,Putussibau-Borneo Island,PSU,,,,
Preston Airport,CU,Preston,PST,,,,
Lucca-Tassignano Airport,IT,Lucca,LCV,,,,
Libertador Gral D Jose De San Martin Airport,AR,Posadas,PSS,,,,
Pescara International Airport,IT,Pescara,PSR,,,,
Philadelphia Seaplane Base,US,Essington,PSQ,,,,
Palm Springs International Airport,US,Palm Springs,PSP,,,,
Leonardo da Vinciâ€“Fiumicino Airport,IT,Rome,FCO,,,,
Antonio Narino Airport,CO,Pasto,PSO,,,,
Marina Di Campo Airport,IT,Marina  Di Campo,EBA,,,,
Palestine Municipal Airport,US,Palestine,PSN,,,,
Portsmouth International at Pease Airport,US,Portsmouth,PSM,,,,
Perth/Scone Airport,GB,Perth,PSL,,,,
Peretola Airport,IT,Firenze,FLR,,,,
Grosseto Air Base,IT,Grosetto,GRS,,,,
New River Valley Airport,US,Dublin,PSK,,,,
Ljubljana JoÅ¾e PuÄ,SI,Ljubljana,LJU,,,,
Maribor Airport,SI,,MBX,,,,
Kasiguncu Airport,ID,Poso-Celebes Island,PSJ,,,,
Lekana Airport,CG,Lekana,LKC,,,,
HoleÅ¡ov Airport,CZ,HoleÅ¡ov,GTW,,,,
Pasni Airport,PK,Pasni,PSI,,,,
Karlovy Vary International Airport,CZ,Karlovy Vary,KLV,,,,
MariÃ¡nskÃ© LÃ¡znÄ› Airport,CZ,MariÃ¡nskÃ© LÃ¡znÄ›,MKA,,,,
St. Peter-Ording Airport,DE,Sankt Peter-Ording,PSH,,,,
Petersburg James A Johnson Airport,US,Petersburg,PSG,,,,
Pittsfield Municipal Airport,US,Pittsfield,PSF,,,,
Mercedita Airport,PR,Ponce,PSE,,,,
Port Said Airport,EG,Port Said,PSD,,,,
Tri Cities Airport,US,Pasco,PSC,,,,
Pisa International Airport,IT,Pisa,PSA,,,,
Prineville Airport,US,Prineville,PRZ,,,,
Wonderboom Airport,ZA,Pretoria,PRY,,,,
Cox Field,US,Paris,PRX,,,,
Ramon Airport,IL,Eilat,ETM,,,,
Eilat Airport,IL,Eilat,ETH,,,,
Ein Yahav Airfield,IL,Sapir,EIY,,,,
Reginaldo Hammer Airport,HN,La Lima,LLH,,,,
Haifa International Airport,IL,Haifa,HFA,,,,
Prentice Airport,US,Prentice,PRW,,,,
Kiryat Shmona Airport,IL,Kiryat Shmona,KSW,,,,
Lissadell Airport,AU,Lissadell Station,LLL,,,,
Bar Yehuda Airfield,IL,Masada,MTZ,,,,
PÅ™erov Air Base,CZ,PÅ™erov,PRV,,,,
Pyay Airport,MM,Pye,PRU,,,,
Ramon Air Base,IL,Beersheba,MIP,,,,
Parasi Airport,SB,Parasi,PRS,,,,
Paruma Airport,GY,Paruma,PRR,,,,
La Macarena Airport,CO,La Macarena,LMC,,,,
Xewkija Heliport,MT,Gozo,GZM,,,,
Malta International Airport,MT,Valletta,MLA,,,,
Palma Airport,MZ,Palma,LMZ,,,,
Lengbati Airport,PG,,LNC,,,,
Munbil Airport,PG,,LNF,,,,
Langimar Airport,PG,,LNM,,,,
Monaco Heliport,MC,Monaco,MCM,,,,
Loani Airport,PG,Loani,LNQ,,,,
Loen Airport,MH,Loen Island,LOF,,,,
Hohenems-Dornbirn Airfield,AT,Hohenems / Dornbirn,HOH,,,,
Francisco Primo de Verdad y Ramos Airport,MX,Lagos de Moreno,LOM,,,,
Lowe AHP (Fort Rucker) Heliport,US,Fort Rucker Ozark,LOR,,,,
Graz Airport,AT,Graz,GRZ,,,,
Innsbruck Airport,AT,Innsbruck,INN,,,,
Klagenfurt Airport,AT,Klagenfurt am WÃ¶rthersee,KLU,,,,
Linz HÃ¶rsching Airport,AT,Linz,LNZ,,,,
Termal Airport,AR,Presidencia Roque SÃ¡enz PeÃ±a,PRQ,,,,
Propriano Airport,FR,Propriano,PRP,,,,
Perry Municipal Airport,US,Perry,PRO,,,,
PriÅ¡tina International Airport,XK,Prishtina,PRN,,,,
Proma Heliport,CO,Bogota,PRM,,,,
PortimÃ£o Airport,PT,PortimÃ£o,PRM,,,,
Prieska Airport,ZA,Prieska,PRK,,,,
Praslin Airport,SC,Praslin Island,PRI,,,,
Phrae Airport,TH,,PRH,,,,
VÃ¡clav Havel Airport Prague,CZ,Prague,PRG,,,,
Flores Airport,PT,Santa Cruz das Flores,FLW,,,,
Faro Airport,PT,Faro,FAO,,,,
Graciosa Airport,PT,Santa Cruz da Graciosa,GRW,,,,
Horta Airport,PT,Horta,HOR,,,,
Pore Airport,CO,Pore,PRE,,,,
Madeira Airport,PT,Funchal,FNC,,,,
Pardoo Airport,AU,Pardoo,PRD,,,,
Prescott Regional Airport - Ernest A. Love Field,US,Prescott,PRC,,,,
Paso Robles Municipal Airport,US,Paso Robles,PRB,,,,
General Urquiza Airport,AR,Parana,PRA,,,,
Pilot Station Airport,US,Pilot Station,PQS,,,,
Port Macquarie Airport,AU,Port Macquarie,PQQ,,,,
Humberto Delgado Airport (Lisbon Portela Airport),PT,Lisbon,LIS,,,,
Palenque International Airport,MX,,PQM,,,,
Presque Isle International Airport,US,Presque Isle,PQI,,,,
Passikudah Helipad,LK,Batticaloa,PQD,,,,
Phu Quoc International Airport,VN,Phu Quoc Island,PQC,,,,
Puerto Paez Airport,VE,Puerto Paez,PPZ,,,,
Pouso Alegre Airport,BR,Pouso Alegre,PPY,,,,
Param Airport,PG,Nepesi,PPX,,,,
Papa Westray Airport,GB,Papa Westray,PPW,,,,
Port Protection Seaplane Base,US,Port Protection,PPV,,,,
Hpapun Airport,MM,Pa Pun,PPU,,,,
Faa'a International Airport,PF,Papeete,PPT,,,,
Puerto Princesa Airport,PH,Puerto Princesa City,PPS,,,,
Pasir Pangaraan Airport,ID,Pasir Pengarayan-Sumatra Island,PPR,,,,
Paraparaumu Airport,NZ,,PPQ,,,,
Proserpine Whitsunday Coast Airport,AU,Proserpine,PPP,,,,
Guillermo LeÃ³n Valencia Airport,CO,PopayÃ¡n,PPN,,,,
IaÅŸi Airport,RO,IaÅŸi,IAS,,,,
Sharpe AAF,US,Lathrop,LRO,,,,
Pompano Beach Airpark,US,Pompano Beach,PPM,,,,
Phaplu Airport,NP,Phaplu,PPL,,,,
Petropavlosk South Airport,KZ,Petropavlosk,PPK,,,,
Pulau Panjang Airport,ID,Jakarta,PPJ,,,,
Port Pirie Airport,AU,,PPI,,,,
Perai Tepuy Airport,VE,,PPH,,,,
Pago Pago International Airport,AS,Pago Pago,PPG,,,,
Tri-City Airport,US,Parsons,PPF,,,,
Delta Dusters,NA,US-LA,LS83,,,,
Geneva Cointrin International Airport,CH,Geneva,GVA,,,,
Mar de CortÃ©s International Airport,MX,Puerto PeÃ±asco,PPE,,,,
Palmas del Mar Airstrip,PR,Palmas del Mar,PPD,,,,
Emmen Air Base,CH,,EML,,,,
Prospect Creek Airport,US,Prospect Creek,PPC,,,,
Lugano Airport,CH,Lugano,LUG,,,,
Presidente Prudente Airport,BR,Presidente Prudente,PPB,,,,
Perry Lefors Field,US,Pampa,PPA,,,,
PoznaÅ„-Å,PL,PoznaÅ„,POZ,,,,
Powell Municipal Airport,US,Powell,POY,,,,
AÃ©rodrome de Pontoise - Cormeilles en Vexin,FR,Cormeilles-en-Vexin,POX,,,,
Portoroz Airport,SI,Portoroz,POW,,,,
PreÅ¡ov Air Base,SK,PreÅ¡ov,POV,,,,
Dutchess County Airport,US,Poughkeepsie,POU,,,,
GÃ¶kÃ§eada Airport,TR,GÃ¶kÃ§eada,GKD,,,,
EsenboÄŸa International Airport,TR,Ankara,ESB,,,,
Ken Jones Airport,JM,Ken Jones,POT,,,,
Piarco International Airport,TT,Port of Spain,POS,,,,
Pori Airport,FI,Pori,POR,,,,
Gregorio Luperon International Airport,DO,Puerto Plata,POP,,,,
PoÃ§os de Caldas - Embaixador Walther Moreira Salles Airport,BR,PoÃ§os De Caldas,POO,,,,
Gaziantep International Airport,TR,Gaziantep,GZT,,,,
Kastamonu Airport,TR,Kastamonu,KFS,,,,
Konya Airport,TR,Konya,KYA,,,,
PoptÃºn Airport,GT,PoptÃºn,PON,,,,
Port Moresby Jacksons International Airport,PG,Port Moresby,POM,,,,
Pemba Airport,MZ,Pemba / Porto Amelia,POL,,,,
Malatya ErhaÃ§ Airport,TR,Malatya,MLX,,,,
Patos de Minas Airport,BR,Patos De Minas,POJ,,,,
Capitan Nicolas Rojas Airport,BO,PotosÃ,POI,,,,
Port Gentil Airport,GA,Port Gentil,POG,,,,
Poplar Bluff Municipal Airport,US,Poplar Bluff,POF,,,,
Latrobe Airport,AU,Latrobe,LTB,,,,
AtatÃ¼rk International Airport,TR,Istanbul,ISL,,,,
Polk Army Air Field,US,Fort Polk,POE,,,,
Podor Airport,SN,Podor,POD,,,,
Brackett Field,US,La Verne,POC,,,,
Pope Field,US,Fayetteville,POB,,,,
Salgado Filho Airport,BR,Porto Alegre,POA,,,,
EskiÅŸehir Air Base,TR,,ESK,,,,
Senador Nilo Coelho Airport,BR,Petrolina,PNZ,,,,
Ã‡iÄŸli Airport,TR,,IGL,,,,
Pondicherry Airport,IN,Pondicherry,PNY,,,,
Cengiz Topel Airport,TR,,KCO,,,,
North Texas Regional Airport/Perrin Field,US,Sherman/Denison,PNX,,,,
PanevÄ—Å¾ys Air Base,LT,PanevÄ—Å¾ys,PNV,,,,
Panguitch Municipal Airport,US,Panguitch,PNU,,,,
Tte. Julio Gallardo Airport,CL,Puerto Natales,PNT,,,,
Pensacola International Airport,US,Pensacola,PNS,,,,
Zafer Airport,TR,AltÄ±ntaÅŸ,KZR,,,,
ElazÄ±ÄŸ Airport,TR,ElazÄ±ÄŸ,EZS,,,,
Pointe Noire Airport,CG,Pointe Noire,PNR,,,,
Erzincan Airport,TR,Erzincan,ERC,,,,
Erzurum International Airport,TR,Erzurum,ERZ,,,,
Kars Airport,TR,Kars,KSY,,,,
Pune Airport,IN,Pune,PNQ,,,,
Girua Airport,PG,Popondetta,PNP,,,,
Princeton Municipal Airport,US,Princeton,PNN,,,,
Pantelleria Airport,IT,Pantelleria (TP),PNL,,,,
MuÅŸ Airport,TR,MuÅŸ,MSR,,,,
Supadio Airport,ID,Pontianak-Borneo Island,PNK,,,,
Pohnpei International Airport,FM,Pohnpei Island,PNI,,,,
KahramanmaraÅŸ Airport,TR,KahramanmaraÅŸ,KCM,,,,
Phnom Penh International Airport,KH,Phnom Penh,PNH,,,,
ParanaguÃ¡ Airport,BR,ParanaguÃ¡,PNG,,,,
Mardin Airport,TR,Mardin,MQM,,,,
ÅžanlÄ±urfa GAP Airport,TR,ÅžanlÄ±urfa,GNY,,,,
Northeast Philadelphia Airport,US,Philadelphia,PNE,,,,
Punta Gorda Airport,BZ,Punta Gorda,PND,,,,
Hatay Airport,TR,Hatay,HTY,,,,
Leitre Airport,PG,Leitre,LTF,,,,
SÃ¼leyman Demirel International Airport,TR,Isparta,ISE,,,,
BalÄ±kesir KÃ¶rfez Airport,TR,Edremit,EDO,,,,
Ponca City Regional Airport,US,Ponca City,PNC,,,,
Porto Nacional Airport,BR,Porto Nacional,PNB,,,,
Pamplona Airport,ES,Pamplona,PNA,,,,
Istanbul Airport,TR,Istanbul,IST,,,,
GazipaÅŸa Airport,TR,GazipaÅŸa,GZP,,,,
Lathrop Wells Airport / Jackass Aeropark,US,Amargosa Valley,LTH,,,,
Palmar Sur Airport,CR,Palmar Sur,PMZ,,,,
ChiÅŸinÄƒu International Airport,MD,ChiÅŸinÄƒu,KIV,,,,
Lublin Airport,PL,Lublin,LUZ,,,,
Santana do Livramento Airport,BR,Santana do Livramento,LVB,,,,
Yasser Arafat International Airport,PS,Rafah,GZA,,,,
Lebak Rural Airport,PH,Lebak,LWA,,,,
El Tehuelche Airport,AR,Puerto Madryn,PMY,,,,
Metropolitan Airport,US,Palmer,PMX,,,,
Gibraltar Airport,GI,Gibraltar,GIB,,,,
Brigadeiro Lysias Rodrigues Airport,BR,Palmas,PMW,,,,
Del Caribe Santiago MariÃ±o International Airport,VE,Isla Margarita,PMV,,,,
Misratah Airport,LY,Misratah,MRA,,,,
Paramakatoi Airport,GY,Paramakatoi,PMT,,,,
Palmyra Airport,SY,Tadmur,PMS,,,,
Berane Airport,ME,Berane,IVG,,,,
Palmerston North Airport,NZ,,PMR,,,,
Morava Airport,RS,Kraljevo,KVO,,,,
Nis Airport,RS,Nis,INI,,,,
Perito Moreno Airport,AR,Perito Moreno,PMQ,,,,
Pimaga Airport,PG,Pimaga,PMP,,,,
Falconeâ€“Borsellino Airport,IT,Palermo,PMO,,,,
Pumani Airport,PG,Pumani,PMN,,,,
KoÅ¡ice Airport,SK,KoÅ¡ice,KSC,,,,
LuÄ,SK,LuÄ,LUE,,,,
Phanom Sarakham Airport,TH,Phanom Sarakham,PMM,,,,
Port Moller Airport,US,Cold Bay,PML,,,,
Palm Island Airport,AU,,PMK,,,,
Palma De Mallorca Airport,ES,Palma De Mallorca,PMI,,,,
Å½ilina Airport,SK,Å½ilina,ILZ,,,,
Greater Portsmouth Regional Airport,US,Portsmouth,PMH,,,,
Goulimime Airport,MA,Goulimime,GLN,,,,
Ponta PorÃ£ Airport,BR,Ponta PorÃ£,PMG,,,,
Mamai Airport,PG,Mamai,MAP,,,,
JAGS McCartney International Airport,TC,Cockburn Town,GDT,,,,
Middle Caicos Airport,TC,Middle Caicos,MDS,,,,
Parma Airport,IT,Parma,PMF,,,,
Fleetlands Heliport,GB,Gosport,PME,,,,
Palmdale Regional/USAF Plant 42 Airport,US,Palmdale,PMD,,,,
El Tepual Airport,CL,Puerto Montt,PMC,,,,
Pembina Municipal Airport,US,Pembina,PMB,,,,
Pemba Airport,TZ,Chake,PMA,,,,
Port Elizabeth Airport,ZA,Port Elizabeth,PLZ,,,,
Plymouth Municipal Airport,US,Plymouth,PLY,,,,
Semipalatinsk Airport,KZ,Semey,PLX,,,,
Herrera Airport,DO,Santo Domingo,HEX,,,,
La Isabela International Airport,DO,La Isabela,JBQ,,,,
Casa De Campo International Airport,DO,La Romana,LRM,,,,
Mutiara Airport,ID,Palu-Celebes Island,PLW,,,,
Samana El Portillo Airport,DO,Samana,EPS,,,,
Suprunovka Airport,UA,Poltava,PLV,,,,
Medfra Airport,US,Medfra,MDR,,,,
Pampulha - Carlos Drummond de Andrade Airport,BR,Belo Horizonte,PLU,,,,
Plato Airport,CO,Plato,PLT,,,,
Providenciales Airport,TC,Providenciales Island,PLS,,,,
Loring International Airport,US,Limestone,LIZ,,,,
Melfi Airport,TD,Melfi,MEF,,,,
St Clair County Airport,US,Pell City,PLR,,,,
Palanga International Airport,LT,Palanga,PLQ,,,,
Captain Ramon Xatruch Airport,PA,La Palma,PLP,,,,
Port Lincoln Airport,AU,Port Lincoln,PLO,,,,
Pellston Regional Airport of Emmet County Airport,US,Pellston,PLN,,,,
Margarima Airport,PG,Margarima,MGG,,,,
La Aurora Airport,GT,Guatemala City,GUA,,,,
Huehuetenango Airport,GT,Huehuetenango,HUG,,,,
Matagorda Island Air Force Base,US,Matagorda Island,MGI,,,,
Melchor de Mencos Airport,GT,Melchor de Mencos,MCR,,,,
Manega Airport,GA,,MGO,,,,
Manga Airport,PG,Manga Mission,MGP,,,,
Sultan Mahmud Badaruddin II Airport,ID,Palembang-Sumatra Island,PLM,,,,
Ponta Pelada Airport,BR,Manaus,PLL,,,,
M. Graham Clark Downtown Airport,US,Branson / Hollister,PLK,,,,
Placencia Airport,BZ,Placencia,PLJ,,,,
Plymouth City Airport,GB,Plymouth,PLH,,,,
Las Vegas Airport,GT,Rio Dulce,LCF,,,,
Pala Airport,TD,Pala,PLF,,,,
San JosÃ© Airport,GT,Puerto San JosÃ©,GSJ,,,,
Mundo Maya International Airport,GT,San Benito,FRS,,,,
Paiela Airport,PG,Paiela,PLE,,,,
Playa Samara/Carrillo Airport,CR,Carrillo,PLD,,,,
Clinton County Airport,US,Plattsburgh,PLB,,,,
Ebadon Airport,MH,Ebadon Island,EBN,,,,
Jabot Airport,MH,Ailinglapalap Atoll,JAT,,,,
Jeh Airport,MH,Ailinglapalap Atoll,JEJ,,,,
Kaben Airport,MH,Kaben,KBT,,,,
Likiep Airport,MH,Likiep Island,LIK,,,,
Lae Island Airport,MH,Lae Island,LML,,,,
Maloelap Island Airport,MH,Maloelap Island,MAV,,,,
Mejit Atoll Airport,MH,Mejit Atoll,MJB,,,,
Majkin Airport,MH,Majkin,MJE,,,,
Pakse International Airport,LA,Pakse,PKZ,,,,
Tjilik Riwut Airport,ID,Palangkaraya-Kalimantan Tengah,PKY,,,,
Beijing Daxing International Airport,CN,Beijing,PKX,,,,
Selebi Phikwe Airport,BW,,PKW,,,,
Pskov Airport,RU,Pskov,PKV,,,,
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,ID,Pekanbaru-Sumatra Island,PKU,,,,
Port Keats Airport,AU,,PKT,,,,
Pokhara Airport,NP,Pokhara,PKR,,,,
Puka Puka Airport,PF,,PKP,,,,
Parakou Airport,BJ,Parakou,PKO,,,,
Colon Airport,HN,Marcala,MRJ,,,,
Carta Airport,HN,La UniÃ³n,LUI,,,,
Iskandar Airport,ID,Pangkalanbun-Borneo Island,PKN,,,,
Pakhokku Airport,MM,Pakhokku,PKK,,,,
Playa Grande Airport,GT,Playa Grande,PKJ,,,,
Celaque Airport,HN,Gracias,GAC,,,,
Iriona Airport,HN,Iriona,IRN,,,,
Jicalapa Airport,HN,Jicalapa,GUO,,,,
Jutigalpa airport,HN,Jutigalpa,JUT,,,,
Goloson International Airport,HN,La Ceiba,LCE,,,,
La Esperanza Airport,HN,La Esperanza,LEZ,,,,
Porto Cheli Airport,GR,Porto Cheli,PKH,,,,
Hooker County Airport,US,Mullen,MHN,,,,
La Laguna Airport,HN,Guanaja,GJA,,,,
Pulau Pangkor Airport,MY,Pangkor Island,PKG,,,,
Park Falls Municipal Airport,US,Park Falls,PKF,,,,
Parkes Airport,AU,Parkes,PKE,,,,
Park Rapids Municipal Konshok Field,US,Park Rapids,PKD,,,,
Yelizovo Airport,RU,Petropavlovsk-Kamchatsky,PKC,,,,
Mid Ohio Valley Regional Airport,US,Parkersburg,PKB,,,,
Napaskiak Airport,US,Napaskiak,PKA,,,,
Puerto Jimenez Airport,CR,Puerto Jimenez,PJM,,,,
Panjgur Airport,PK,Panjgur,PJG,,,,
Dr Augusto Roberto Fuster International Airport,PY,Pedro Juan Caballero,PJC,,,,
Payson Airport,US,Payson,PJB,,,,
Morehead Airport,PG,Morehead,MHY,,,,
Pajala Airport,SE,,PJA,,,,
Mainoru Airstrip,AU,Mainoru,MIZ,,,,
Moki Airport,PG,Moki,MJJ,,,,
Maganja da Costa Airport,MZ,Maganja,MJS,,,,
Point Lay LRRS Airport,US,Point Lay,PIZ,,,,
Norman Manley International Airport,JM,Kingston,KIN,,,,
Sangster International Airport,JM,Montego Bay,MBJ,,,,
Pico Airport,PT,Pico Island,PIX,,,,
Malekolon Airport,PG,Babase Island,MKN,,,,
Pikwitonei Airport,CA,Pikwitonei,PIW,,,,
Tinson Pen Airport,JM,Tinson Pen,KTP,,,,
Mili Island Airport,MH,Mili Island,MIJ,,,,
Malalaua Airport,PG,Malalaua,MLQ,,,,
Hinthada Airport,MM,Hinthada,HEB,,,,
Pirapora Airport,BR,Pirapora,PIV,,,,
CapitÃ¡n FAP Guillermo Concha Iberico International Airport,PE,Piura,PIU,,,,
Pittsburgh International Airport,US,Pittsburgh,PIT,,,,
Poitiers-Biard Airport,FR,Poitiers/Biard,PIS,,,,
BahÃ,MX,Huatulco,HUX,,,,
Pierre Regional Airport,US,Pierre,PIR,,,,
Pilot Point Airport,US,Pilot Point,PIP,,,,
CapitÃ¡n FAP RenÃ¡n ElÃ,PE,Pisco,PIO,,,,
Parintins Airport,BR,Parintins,PIN,,,,
Harris County Airport,US,Pine Mountain,PIM,,,,
Carlos Miguel Gimenez Airport,PY,Pilar,PIL,,,,
Glasgow Prestwick Airport,GB,Glasgow,PIK,,,,
Pocatello Regional Airport,US,Pocatello,PIH,,,,
Pingtung North Airport,TW,Pingtung,PIF,,,,
St Petersburg Clearwater International Airport,US,St Petersburg-Clearwater,PIE,,,,
Nassau Paradise Island Airport,BS,Nassau,PID,,,,
Pine Cay Airport,TC,Pine Cay,PIC,,,,
Hattiesburg Laurel Regional Airport,US,Hattiesburg/Laurel,PIB,,,,
General Wayne A. Downing Peoria International Airport,US,Peoria,PIA,,,,
Phetchabun Airport,TH,,PHY,,,,
Phoenix Sky Harbor International Airport,US,Phoenix,PHX,,,,
Hendrik Van Eck Airport,ZA,Phalaborwa,PHW,,,,
Ciudad Mante National Airport,MX,Ciudad Mante,MMC,,,,
Henry County Airport,US,Paris,PHT,,,,
Phitsanulok Airport,TH,,PHS,,,,
Ensenada International Airport,MX,Ensenada,ESE,,,,
Don Miguel Hidalgo Y Costilla International Airport,MX,Guadalajara,GDL,,,,
General JosÃ© MarÃ,MX,Guaymas,GYM,,,,
Guerrero Negro Airport,MX,Guerrero Negro,GUB,,,,
The Monument Airport,AU,Phosphate Hill,PHQ,,,,
General Ignacio P. Garcia International Airport,MX,Hermosillo,HMO,,,,
Philip Airport,US,Philip,PHP,,,,
Isla Mujeres Airport,MX,,ISJ,,,,
Point Hope Airport,US,Point Hope,PHO,,,,
Ixtepec Airport,MX,Ixtepec,IZT,,,,
El Lencero Airport,MX,Xalapa,JAL,,,,
St Clair County International Airport,US,Port Huron,PHN,,,,
LÃ¡zaro CÃ¡rdenas Airport,MX,LÃ¡zaro CÃ¡rdenas,LZC,,,,
Valle del Fuerte International Airport,MX,Los Mochis,LMM,,,,
BÃ¶blingen Flugfeld,DE,BÃ¶blingen,PHM,,,,
Manuel MÃ¡rquez de LeÃ³n International Airport,MX,La Paz,LAP,,,,
Loreto International Airport,MX,Loreto,LTO,,,,
General Servando Canales International Airport,MX,Matamoros,MAM,,,,
Licenciado Manuel Crescencio Rejon Int Airport,MX,MÃ©rida,MID,,,,
Mulege Airport,MX,Mulege,MUG,,,,
General Rodolfo SÃ¡nchez Taboada International Airport,MX,Mexicali,MXL,,,,
General Francisco J. Mujica International Airport,MX,Morelia,MLM,,,,
MinatitlÃ¡n/Coatzacoalcos National Airport,MX,MinatitlÃ¡n,MTT,,,,
Monclova International Airport,MX,,LOV,,,,
Licenciado Benito Juarez International Airport,MX,Mexico City,MEX,,,,
General Mariano Escobedo International Airport,MX,Monterrey,MTY,,,,
BÃ¶blingen Flugfeld,DE,BÃ¶blingen,PHM,,,,
Philadelphia International Airport,US,Philadelphia,PHL,,,,
Palm Beach County Glades Airport,US,Pahokee,PHK,,,,
Pinheiro Airport,BR,Pinheiro,PHI,,,,
Phan Thiet Airport,VN,Phan Thiet,PHH,,,,
Port Harcourt City Airport,NG,Port Harcourt,PHG,,,,
Newport News Williamsburg International Airport,US,Newport News,PHF,,,,
Port Hedland International Airport,AU,Port Hedland,PHE,,,,
Harry Clever Field,US,New Philadelphia,PHD,,,,
Port Harcourt International Airport,NG,Port Harcourt,PHC,,,,
Prefeito Doutor JoÃ£o Silva Filho Airport,BR,ParnaÃ,PHB,,,,
